File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,138M, Num_Chunks:14,8.1849
,138M, Num_Chunks:14,7.6291
,138M, Num_Chunks:14,8.6335
,139M, Num_Chunks:14,8.5159
,139M, Num_Chunks:14,15.6275
,139M, Num_Chunks:14,13.5824
,139M, Num_Chunks:14,13.6766
,139M, Num_Chunks:14,22.0082
,139M, Num_Chunks:14,7.5924
,139M, Num_Chunks:14,9.3939
,139M, Num_Chunks:14,7.7657
,139M, Num_Chunks:14,7.5797
,139M, Num_Chunks:14,18.5084
,140M, Num_Chunks:14,9.1595
,140M, Num_Chunks:14,11.7951
,140M, Num_Chunks:14,12.7161
,140M, Num_Chunks:14,10.6474
,140M, Num_Chunks:14,9.5772
,140M, Num_Chunks:14,6.9471
,140M, Num_Chunks:14,8.8894
,140M, Num_Chunks:14,9.4104
,140M, Num_Chunks:14,6.4164
,140M, Num_Chunks:14,7.1552
,141M, Num_Chunks:14,8.5450
,141M, Num_Chunks:14,10.2491
,141M, Num_Chunks:14,8.2233
,141M, Num_Chunks:14,9.4833
,141M, Num_Chunks:14,8.8497
,141M, Num_Chunks:14,8.9158
,141M, Num_Chunks:14,7.6538
,141M, Num_Chunks:14,7.1310
,141M, Num_Chunks:14,7.7542
,141M, Num_Chunks:14,8.7149
,142M, Num_Chunks:14,8.4931
,142M, Num_Chunks:14,8.6142
,142M, Num_Chunks:14,9.6147
,142M, Num_Chunks:14,7.8380
,142M, Num_Chunks:14,13.3366
,142M, Num_Chunks:14,8.4114
,142M, Num_Chunks:14,9.6980
,142M, Num_Chunks:14,15.2413
,142M, Num_Chunks:14,7.0196
,142M, Num_Chunks:14,22.4600
,143M, Num_Chunks:14,18.9800
,143M, Num_Chunks:14,7.5801
,143M, Num_Chunks:14,9.0193
,143M, Num_Chunks:14,14.4718
,143M, Num_Chunks:14,7.0611
,143M, Num_Chunks:14,9.1740
,143M, Num_Chunks:14,8.5354
,143M, Num_Chunks:14,9.3418
,143M, Num_Chunks:14,7.5509
,143M, Num_Chunks:14,7.4279
,144M, Num_Chunks:14,11.2249
,144M, Num_Chunks:14,8.5726
,144M, Num_Chunks:14,9.0637
,144M, Num_Chunks:14,10.5321
,144M, Num_Chunks:14,8.8459
,144M, Num_Chunks:14,9.8866
,144M, Num_Chunks:14,10.1780
,144M, Num_Chunks:14,19.5023
,144M, Num_Chunks:14,9.5264
,144M, Num_Chunks:14,8.8435
,145M, Num_Chunks:14,11.9086
,145M, Num_Chunks:14,12.0058
,145M, Num_Chunks:14,6.6322
,145M, Num_Chunks:14,7.4263
,145M, Num_Chunks:14,14.7431
,145M, Num_Chunks:14,22.3093
,145M, Num_Chunks:14,8.5356
,145M, Num_Chunks:14,6.8958
,145M, Num_Chunks:14,18.5783
,145M, Num_Chunks:14,11.6841
,146M, Num_Chunks:14,8.2304
,146M, Num_Chunks:14,8.7693
,146M, Num_Chunks:14,8.6620
,146M, Num_Chunks:14,9.4166
,146M, Num_Chunks:14,10.3517
,146M, Num_Chunks:14,14.3625
,146M, Num_Chunks:14,7.7854
,146M, Num_Chunks:14,8.2069
,146M, Num_Chunks:14,10.2214
,146M, Num_Chunks:14,8.3599
,147M, Num_Chunks:13,7.5253
,147M, Num_Chunks:13,8.9825
,147M, Num_Chunks:13,14.0133
,147M, Num_Chunks:13,8.2173
,147M, Num_Chunks:13,8.8256
,147M, Num_Chunks:13,9.0549
,147M, Num_Chunks:13,8.8601
,147M, Num_Chunks:13,8.5165
,147M, Num_Chunks:13,16.2435
,147M, Num_Chunks:13,10.7307
,148M, Num_Chunks:13,11.0289
,148M, Num_Chunks:13,9.2645
,148M, Num_Chunks:13,22.4112
,148M, Num_Chunks:13,10.0565
,148M, Num_Chunks:13,9.4538
,148M, Num_Chunks:13,10.2725
,148M, Num_Chunks:13,9.7271
,148M, Num_Chunks:13,7.9434
,148M, Num_Chunks:13,11.9960
,148M, Num_Chunks:13,9.4612
,149M, Num_Chunks:13,8.6676
,149M, Num_Chunks:13,9.9682
,149M, Num_Chunks:13,10.1942
,149M, Num_Chunks:13,9.7990
,149M, Num_Chunks:13,8.5824
,149M, Num_Chunks:13,19.0745
,149M, Num_Chunks:13,10.3624
,149M, Num_Chunks:13,11.9306
,149M, Num_Chunks:13,12.0943
,149M, Num_Chunks:13,10.4586
,150M, Num_Chunks:13,7.7760
,150M, Num_Chunks:13,9.3509
,150M, Num_Chunks:13,7.2454
,150M, Num_Chunks:13,7.4333
,150M, Num_Chunks:13,9.1999
,150M, Num_Chunks:13,8.6426
,150M, Num_Chunks:13,9.7614
,150M, Num_Chunks:13,11.8269
,150M, Num_Chunks:13,11.3669
,150M, Num_Chunks:13,15.7022
,151M, Num_Chunks:13,8.8082
,151M, Num_Chunks:13,12.6205
,151M, Num_Chunks:13,19.2187
,151M, Num_Chunks:13,8.3102
,151M, Num_Chunks:13,10.0973
,151M, Num_Chunks:13,10.2755
,151M, Num_Chunks:13,9.8796
,151M, Num_Chunks:13,9.5814
,151M, Num_Chunks:13,10.0642
,151M, Num_Chunks:13,12.7106
,152M, Num_Chunks:13,13.9933
,152M, Num_Chunks:13,11.6157
,152M, Num_Chunks:13,9.7244
,152M, Num_Chunks:13,19.7609
,152M, Num_Chunks:13,9.0035
,152M, Num_Chunks:13,8.5306
,152M, Num_Chunks:13,9.4736
,152M, Num_Chunks:13,16.7276
,152M, Num_Chunks:13,12.5605
,152M, Num_Chunks:13,9.3198
,153M, Num_Chunks:13,10.9871
,153M, Num_Chunks:13,9.1724
,153M, Num_Chunks:13,8.6867
,153M, Num_Chunks:13,7.7733
,153M, Num_Chunks:13,22.7875
,153M, Num_Chunks:13,22.4561
,153M, Num_Chunks:13,12.7036
,153M, Num_Chunks:13,7.2798
,153M, Num_Chunks:13,9.7829
,153M, Num_Chunks:13,15.3221
,154M, Num_Chunks:13,10.2389
,154M, Num_Chunks:13,9.7813
,154M, Num_Chunks:13,9.0140
,154M, Num_Chunks:13,19.1879
,154M, Num_Chunks:13,8.9668
,154M, Num_Chunks:13,12.6563
,154M, Num_Chunks:13,8.8802
,154M, Num_Chunks:13,7.5496
,154M, Num_Chunks:13,8.1269
,154M, Num_Chunks:13,7.6364
,155M, Num_Chunks:13,7.9608
,155M, Num_Chunks:13,7.5630
,155M, Num_Chunks:13,11.3705
,155M, Num_Chunks:13,7.6251
,155M, Num_Chunks:13,7.7998
,155M, Num_Chunks:13,12.3611
,155M, Num_Chunks:13,8.8224
,155M, Num_Chunks:13,18.3045
,155M, Num_Chunks:13,19.0802
,155M, Num_Chunks:13,7.2519
,156M, Num_Chunks:13,13.3697
,156M, Num_Chunks:13,7.7054
,156M, Num_Chunks:13,10.9639
,156M, Num_Chunks:13,8.9607
,156M, Num_Chunks:13,10.2809
,156M, Num_Chunks:13,7.8047
,156M, Num_Chunks:13,8.6016
,156M, Num_Chunks:13,8.1005
,156M, Num_Chunks:13,7.0314
,156M, Num_Chunks:13,9.3702
,157M, Num_Chunks:13,7.5047
,157M, Num_Chunks:13,11.4398
,157M, Num_Chunks:13,12.5775
,157M, Num_Chunks:13,7.6277
,157M, Num_Chunks:13,7.2037
,157M, Num_Chunks:13,7.6881
,157M, Num_Chunks:13,8.3520
,157M, Num_Chunks:13,20.8842
,157M, Num_Chunks:13,9.1025
,157M, Num_Chunks:13,9.0796
,158M, Num_Chunks:12,7.5263
,158M, Num_Chunks:12,7.2937
,158M, Num_Chunks:12,11.9586
,158M, Num_Chunks:12,9.5416
,158M, Num_Chunks:12,19.6627
,158M, Num_Chunks:12,8.1934
,158M, Num_Chunks:12,8.0630
,158M, Num_Chunks:12,11.6079
,158M, Num_Chunks:12,7.9320
,158M, Num_Chunks:12,12.6589
,159M, Num_Chunks:12,13.0291
,159M, Num_Chunks:12,12.1452
,159M, Num_Chunks:12,9.3081
,159M, Num_Chunks:12,8.0781
,159M, Num_Chunks:12,10.5018
,159M, Num_Chunks:12,9.5048
,159M, Num_Chunks:12,14.2615
,159M, Num_Chunks:12,11.5287
,159M, Num_Chunks:12,11.0245
,159M, Num_Chunks:12,12.5228
,160M, Num_Chunks:12,12.5476
,160M, Num_Chunks:12,8.0840
,160M, Num_Chunks:12,12.7744
,160M, Num_Chunks:12,9.3634
,160M, Num_Chunks:12,8.9722
,160M, Num_Chunks:12,9.2871
,160M, Num_Chunks:12,7.5291
,160M, Num_Chunks:12,7.6279
,160M, Num_Chunks:12,12.3777
,160M, Num_Chunks:12,8.3294
,161M, Num_Chunks:12,9.1704
,161M, Num_Chunks:12,11.3745
,161M, Num_Chunks:12,7.8831
,161M, Num_Chunks:12,9.0949
,161M, Num_Chunks:12,8.2355
,161M, Num_Chunks:12,8.3342
,161M, Num_Chunks:12,23.4353
,161M, Num_Chunks:12,8.6743
,161M, Num_Chunks:12,9.2481
,161M, Num_Chunks:12,9.1432
,162M, Num_Chunks:12,10.2513
,162M, Num_Chunks:12,10.4904
,162M, Num_Chunks:12,9.1457
,162M, Num_Chunks:12,8.3038
,162M, Num_Chunks:12,9.1663
,162M, Num_Chunks:12,7.7629
,162M, Num_Chunks:12,8.5295
,162M, Num_Chunks:12,11.7409
,162M, Num_Chunks:12,12.7167
,162M, Num_Chunks:12,8.7603
,163M, Num_Chunks:12,7.8396
,163M, Num_Chunks:12,8.8004
,163M, Num_Chunks:12,11.1258
,163M, Num_Chunks:12,9.6606
,163M, Num_Chunks:12,9.8457
,163M, Num_Chunks:12,12.0421
,163M, Num_Chunks:12,14.7798
,163M, Num_Chunks:12,11.2806
,163M, Num_Chunks:12,19.3121
,163M, Num_Chunks:12,7.6412
,164M, Num_Chunks:12,7.5207
,164M, Num_Chunks:12,10.0729
,164M, Num_Chunks:12,10.6368
,164M, Num_Chunks:12,9.8297
,164M, Num_Chunks:12,10.1478
,164M, Num_Chunks:12,8.3494
,164M, Num_Chunks:12,11.6129
,164M, Num_Chunks:12,11.4110
,164M, Num_Chunks:12,8.5748
,164M, Num_Chunks:12,10.9860
,165M, Num_Chunks:12,11.3382
,165M, Num_Chunks:12,19.8400
,165M, Num_Chunks:12,8.3686
,165M, Num_Chunks:12,7.3995
,165M, Num_Chunks:12,7.9436
,165M, Num_Chunks:12,15.7321
,165M, Num_Chunks:12,9.1170
,165M, Num_Chunks:12,7.8071
,165M, Num_Chunks:12,9.6782
,165M, Num_Chunks:12,8.8498
,166M, Num_Chunks:12,10.1526
,166M, Num_Chunks:12,14.3369
,166M, Num_Chunks:12,9.2142
,166M, Num_Chunks:12,8.7190
,166M, Num_Chunks:12,10.3696
,166M, Num_Chunks:12,9.3751
,166M, Num_Chunks:12,8.0921
,166M, Num_Chunks:12,13.9644
,166M, Num_Chunks:12,19.6973
,166M, Num_Chunks:12,19.5637
,167M, Num_Chunks:12,11.4514
,167M, Num_Chunks:12,9.3179
,167M, Num_Chunks:12,8.0819
,167M, Num_Chunks:12,8.9415
,167M, Num_Chunks:12,9.7746
,167M, Num_Chunks:12,10.4795
,167M, Num_Chunks:12,8.5323
,167M, Num_Chunks:12,11.5436
,167M, Num_Chunks:12,10.3808
,167M, Num_Chunks:12,9.2212
,168M, Num_Chunks:12,8.5094
,168M, Num_Chunks:12,8.2916
,168M, Num_Chunks:12,8.9931
,168M, Num_Chunks:12,8.6832
,168M, Num_Chunks:12,13.0672
,168M, Num_Chunks:12,10.2703
,168M, Num_Chunks:12,10.5334
,168M, Num_Chunks:12,8.1068
,168M, Num_Chunks:12,20.3003
,168M, Num_Chunks:12,8.9641
,169M, Num_Chunks:12,7.2338
,169M, Num_Chunks:12,12.4891
,169M, Num_Chunks:12,10.2088
,169M, Num_Chunks:12,7.9363
,169M, Num_Chunks:12,9.0532
,169M, Num_Chunks:12,10.4987
,169M, Num_Chunks:12,11.0472
,169M, Num_Chunks:12,8.5618
,169M, Num_Chunks:12,12.5055
,169M, Num_Chunks:12,10.1866
,170M, Num_Chunks:12,9.3430
,170M, Num_Chunks:12,8.0394
,170M, Num_Chunks:12,12.7560
,170M, Num_Chunks:12,7.6584
,170M, Num_Chunks:12,8.3927
,170M, Num_Chunks:12,22.3016
,170M, Num_Chunks:12,22.4802
,170M, Num_Chunks:12,8.9954
,170M, Num_Chunks:12,8.7600
,170M, Num_Chunks:12,8.0116
,171M, Num_Chunks:11,11.9082
,171M, Num_Chunks:11,23.6136
,171M, Num_Chunks:11,8.7438
,171M, Num_Chunks:11,9.7912
,171M, Num_Chunks:11,8.6652
,171M, Num_Chunks:11,9.7422
,171M, Num_Chunks:11,10.0968
,171M, Num_Chunks:11,8.2761
,171M, Num_Chunks:11,10.2501
,171M, Num_Chunks:11,11.2130
,172M, Num_Chunks:11,8.1059
,172M, Num_Chunks:11,9.6824
,172M, Num_Chunks:11,17.4244
,172M, Num_Chunks:11,11.5678
,172M, Num_Chunks:11,7.9219
,172M, Num_Chunks:11,8.2757
,172M, Num_Chunks:11,9.5219
,172M, Num_Chunks:11,8.1488
,172M, Num_Chunks:11,11.0281
,172M, Num_Chunks:11,10.0221
,173M, Num_Chunks:11,7.7361
,173M, Num_Chunks:11,11.2582
,173M, Num_Chunks:11,10.3043
,173M, Num_Chunks:11,9.4528
,173M, Num_Chunks:11,9.8433
,173M, Num_Chunks:11,8.5347
,173M, Num_Chunks:11,10.4367
,173M, Num_Chunks:11,11.1013
,173M, Num_Chunks:11,10.0489
,173M, Num_Chunks:11,7.7978
,174M, Num_Chunks:11,10.7651
,174M, Num_Chunks:11,19.8020
,174M, Num_Chunks:11,8.1360
,174M, Num_Chunks:11,13.2201
,174M, Num_Chunks:11,8.3460
,174M, Num_Chunks:11,13.7346
,174M, Num_Chunks:11,12.2603
,174M, Num_Chunks:11,12.2957
,174M, Num_Chunks:11,8.4663
,174M, Num_Chunks:11,8.9103
,175M, Num_Chunks:11,8.4367
,175M, Num_Chunks:11,8.6260
,175M, Num_Chunks:11,10.0030
,175M, Num_Chunks:11,8.6669
,175M, Num_Chunks:11,11.5241
,175M, Num_Chunks:11,7.5731
,175M, Num_Chunks:11,20.0670
,175M, Num_Chunks:11,10.6017
,175M, Num_Chunks:11,9.2442
,175M, Num_Chunks:11,8.6117
,176M, Num_Chunks:11,11.2328
,176M, Num_Chunks:11,19.8000
,176M, Num_Chunks:11,8.3833
,176M, Num_Chunks:11,10.3927
,176M, Num_Chunks:11,19.9622
,176M, Num_Chunks:11,13.5035
,176M, Num_Chunks:11,12.9223
,176M, Num_Chunks:11,12.6766
,176M, Num_Chunks:11,10.1621
,176M, Num_Chunks:11,9.9318
,177M, Num_Chunks:11,13.5104
,177M, Num_Chunks:11,8.3118
,177M, Num_Chunks:11,13.5740
,177M, Num_Chunks:11,8.0568
,177M, Num_Chunks:11,8.1638
,177M, Num_Chunks:11,14.8239
,177M, Num_Chunks:11,10.8828
,177M, Num_Chunks:11,12.2804
,177M, Num_Chunks:11,14.4253
,177M, Num_Chunks:11,10.3243
,178M, Num_Chunks:11,10.1211
,178M, Num_Chunks:11,16.0564
,178M, Num_Chunks:11,9.4703
,178M, Num_Chunks:11,8.8468
,178M, Num_Chunks:11,8.2600
,178M, Num_Chunks:11,13.0951
,178M, Num_Chunks:11,9.2375
,178M, Num_Chunks:11,18.2215
,178M, Num_Chunks:11,14.1206
,178M, Num_Chunks:11,8.6219
,179M, Num_Chunks:11,8.6271
,179M, Num_Chunks:11,11.5430
,179M, Num_Chunks:11,7.8719
,179M, Num_Chunks:11,18.2297
,179M, Num_Chunks:11,12.0667
,179M, Num_Chunks:11,9.7995
,179M, Num_Chunks:11,11.4216
,179M, Num_Chunks:11,15.0956
,179M, Num_Chunks:11,8.9456
,179M, Num_Chunks:11,10.6068
,180M, Num_Chunks:11,10.9492
,180M, Num_Chunks:11,10.2852
,180M, Num_Chunks:11,8.2333
,180M, Num_Chunks:11,19.7963
,180M, Num_Chunks:11,8.4809
,180M, Num_Chunks:11,9.2737
,180M, Num_Chunks:11,10.6028
,180M, Num_Chunks:11,8.7745
,180M, Num_Chunks:11,12.1136
,180M, Num_Chunks:11,12.8554
,181M, Num_Chunks:11,7.7157
,181M, Num_Chunks:11,9.6179
,181M, Num_Chunks:11,20.0590
,181M, Num_Chunks:11,10.8250
,181M, Num_Chunks:11,13.0909
,181M, Num_Chunks:11,9.1513
,181M, Num_Chunks:11,9.0900
,181M, Num_Chunks:11,11.8982
,181M, Num_Chunks:11,13.1650
,181M, Num_Chunks:11,8.5726
,182M, Num_Chunks:11,13.0183
,182M, Num_Chunks:11,9.3120
,182M, Num_Chunks:11,11.8496
,182M, Num_Chunks:11,8.7002
,182M, Num_Chunks:11,9.9216
,182M, Num_Chunks:11,8.6372
,182M, Num_Chunks:11,15.4299
,182M, Num_Chunks:11,8.1560
,182M, Num_Chunks:11,10.7096
,182M, Num_Chunks:11,13.1461
,183M, Num_Chunks:11,12.7038
,183M, Num_Chunks:11,11.8063
,183M, Num_Chunks:11,8.2433
,183M, Num_Chunks:11,8.1542
,183M, Num_Chunks:11,8.7758
,183M, Num_Chunks:11,9.6580
,183M, Num_Chunks:11,8.6482
,183M, Num_Chunks:11,9.4521
,183M, Num_Chunks:11,10.7590
,183M, Num_Chunks:11,14.9392
,184M, Num_Chunks:11,10.7494
,184M, Num_Chunks:11,11.6933
,184M, Num_Chunks:11,7.5350
,184M, Num_Chunks:11,10.5199
,184M, Num_Chunks:11,15.0368
,184M, Num_Chunks:11,12.6451
,184M, Num_Chunks:11,8.4337
,184M, Num_Chunks:11,8.1081
,184M, Num_Chunks:11,7.7625
,184M, Num_Chunks:11,9.6600
,185M, Num_Chunks:11,7.5493
,185M, Num_Chunks:11,8.8352
,185M, Num_Chunks:11,8.0882
,185M, Num_Chunks:11,23.1948
,185M, Num_Chunks:11,17.9526
,185M, Num_Chunks:11,13.7498
,185M, Num_Chunks:11,22.5960
,185M, Num_Chunks:11,12.2075
,185M, Num_Chunks:11,12.3871
,185M, Num_Chunks:11,11.0803
,186M, Num_Chunks:11,8.2927
,186M, Num_Chunks:11,8.6403
,186M, Num_Chunks:11,9.1909
,186M, Num_Chunks:11,7.8583
,186M, Num_Chunks:11,8.9608
,186M, Num_Chunks:11,13.6040
,186M, Num_Chunks:11,8.6109
,186M, Num_Chunks:11,9.7981
,186M, Num_Chunks:11,16.5691
,186M, Num_Chunks:11,11.6716
,187M, Num_Chunks:10,8.8838
,187M, Num_Chunks:10,14.2305
,187M, Num_Chunks:10,9.1047
,187M, Num_Chunks:10,7.9476
,187M, Num_Chunks:10,11.6315
,187M, Num_Chunks:10,10.5315
,187M, Num_Chunks:10,12.4359
,187M, Num_Chunks:10,8.8007
,187M, Num_Chunks:10,19.8828
,187M, Num_Chunks:10,10.5956
,188M, Num_Chunks:10,9.8528
,188M, Num_Chunks:10,10.5850
,188M, Num_Chunks:10,9.8932
,188M, Num_Chunks:10,9.4119
,188M, Num_Chunks:10,12.0275
,188M, Num_Chunks:10,20.4390
,188M, Num_Chunks:10,10.9963
,188M, Num_Chunks:10,11.1538
,188M, Num_Chunks:10,12.2708
,188M, Num_Chunks:10,8.1484
,189M, Num_Chunks:10,14.9512
,189M, Num_Chunks:10,12.9327
,189M, Num_Chunks:10,11.8167
,189M, Num_Chunks:10,8.9424
,189M, Num_Chunks:10,8.7601
,189M, Num_Chunks:10,13.2306
,189M, Num_Chunks:10,22.7118
,189M, Num_Chunks:10,9.2244
,189M, Num_Chunks:10,11.5091
,189M, Num_Chunks:10,8.8959
,190M, Num_Chunks:10,11.0380
,190M, Num_Chunks:10,9.7371
,190M, Num_Chunks:10,13.9240
,190M, Num_Chunks:10,9.3502
,190M, Num_Chunks:10,9.0527
,190M, Num_Chunks:10,12.9305
,190M, Num_Chunks:10,10.9065
,190M, Num_Chunks:10,15.3118
,190M, Num_Chunks:10,10.0238
,190M, Num_Chunks:10,10.8232
,191M, Num_Chunks:10,10.1697
,191M, Num_Chunks:10,9.6305
,191M, Num_Chunks:10,7.8984
,191M, Num_Chunks:10,9.3548
,191M, Num_Chunks:10,11.9880
,191M, Num_Chunks:10,8.9699
,191M, Num_Chunks:10,8.5242
,191M, Num_Chunks:10,9.3635
,191M, Num_Chunks:10,11.5480
,191M, Num_Chunks:10,11.7520
,192M, Num_Chunks:10,18.8831
,192M, Num_Chunks:10,22.7252
,192M, Num_Chunks:10,8.5632
,192M, Num_Chunks:10,11.9791
,192M, Num_Chunks:10,8.4821
,192M, Num_Chunks:10,8.7010
,192M, Num_Chunks:10,18.2650
,192M, Num_Chunks:10,14.0914
,192M, Num_Chunks:10,11.2440
,192M, Num_Chunks:10,9.4053
,193M, Num_Chunks:10,8.8565
,193M, Num_Chunks:10,8.8717
,193M, Num_Chunks:10,8.2607
,193M, Num_Chunks:10,10.4955
,193M, Num_Chunks:10,9.8647
,193M, Num_Chunks:10,8.0573
,193M, Num_Chunks:10,8.3516
,193M, Num_Chunks:10,9.2596
,193M, Num_Chunks:10,20.2472
,193M, Num_Chunks:10,11.0137
,194M, Num_Chunks:10,11.8711
,194M, Num_Chunks:10,8.2763
,194M, Num_Chunks:10,11.1516
,194M, Num_Chunks:10,14.0552
,194M, Num_Chunks:10,8.9522
,194M, Num_Chunks:10,14.3232
,194M, Num_Chunks:10,11.5150
,194M, Num_Chunks:10,8.1455
,194M, Num_Chunks:10,10.0332
,194M, Num_Chunks:10,9.0865
,195M, Num_Chunks:10,19.9199
,195M, Num_Chunks:10,10.5430
,195M, Num_Chunks:10,11.7262
,195M, Num_Chunks:10,8.0435
,195M, Num_Chunks:10,12.1141
,195M, Num_Chunks:10,11.3463
,195M, Num_Chunks:10,14.1450
,195M, Num_Chunks:10,12.3454
,195M, Num_Chunks:10,16.9106
,195M, Num_Chunks:10,12.1243
,196M, Num_Chunks:10,9.3842
,196M, Num_Chunks:10,10.0811
,196M, Num_Chunks:10,12.5417
,196M, Num_Chunks:10,12.7391
,196M, Num_Chunks:10,11.4827
,196M, Num_Chunks:10,19.8488
,196M, Num_Chunks:10,10.7042
,196M, Num_Chunks:10,8.0459
,196M, Num_Chunks:10,10.7611
,196M, Num_Chunks:10,11.2565
,197M, Num_Chunks:10,8.0888
,197M, Num_Chunks:10,9.7136
,197M, Num_Chunks:10,8.4142
,197M, Num_Chunks:10,10.5669
,197M, Num_Chunks:10,11.8302
,197M, Num_Chunks:10,8.4457
,197M, Num_Chunks:10,20.7497
,197M, Num_Chunks:10,20.2137
,197M, Num_Chunks:10,12.1106
,197M, Num_Chunks:10,12.0569
,198M, Num_Chunks:10,20.2699
,198M, Num_Chunks:10,10.1623
,198M, Num_Chunks:10,10.2816
,198M, Num_Chunks:10,12.7903
,198M, Num_Chunks:10,12.3899
,198M, Num_Chunks:10,7.9188
,198M, Num_Chunks:10,8.6165
,198M, Num_Chunks:10,8.0299
,198M, Num_Chunks:10,12.8733
,198M, Num_Chunks:10,11.3336
,199M, Num_Chunks:10,23.3189
,199M, Num_Chunks:10,12.6887
,199M, Num_Chunks:10,11.3835
,199M, Num_Chunks:10,9.9996
,199M, Num_Chunks:10,8.7800
,199M, Num_Chunks:10,17.5877
,199M, Num_Chunks:10,10.4508
,199M, Num_Chunks:10,9.3760
,199M, Num_Chunks:10,10.7882
,199M, Num_Chunks:10,11.7066
,200M, Num_Chunks:10,8.2640
,200M, Num_Chunks:10,8.8909
,200M, Num_Chunks:10,11.4838
,200M, Num_Chunks:10,10.8981
,200M, Num_Chunks:10,8.6373
,200M, Num_Chunks:10,21.6950
,200M, Num_Chunks:10,8.9023
,200M, Num_Chunks:10,10.8632
,200M, Num_Chunks:10,8.9877
,200M, Num_Chunks:10,8.8665
,201M, Num_Chunks:10,9.3587
,201M, Num_Chunks:10,8.7170
,201M, Num_Chunks:10,14.5002
,201M, Num_Chunks:10,8.0856
,201M, Num_Chunks:10,10.3630
,201M, Num_Chunks:10,9.0919
,201M, Num_Chunks:10,8.8559
,201M, Num_Chunks:10,8.5217
,201M, Num_Chunks:10,10.7402
,201M, Num_Chunks:10,8.6307
,202M, Num_Chunks:10,10.2337
,202M, Num_Chunks:10,10.6955
,202M, Num_Chunks:10,8.6738
,202M, Num_Chunks:10,11.6947
,202M, Num_Chunks:10,14.6634
,202M, Num_Chunks:10,8.7396
,202M, Num_Chunks:10,8.7788
,202M, Num_Chunks:10,8.0822
,202M, Num_Chunks:10,9.0482
,202M, Num_Chunks:10,14.0410
,203M, Num_Chunks:10,11.6458
,203M, Num_Chunks:10,8.1015
,203M, Num_Chunks:10,11.0318
,203M, Num_Chunks:10,9.2588
,203M, Num_Chunks:10,11.8051
,203M, Num_Chunks:10,10.4083
,203M, Num_Chunks:10,13.7132
,203M, Num_Chunks:10,9.5788
,203M, Num_Chunks:10,10.2955
,203M, Num_Chunks:10,8.6770
,204M, Num_Chunks:10,9.2029
,204M, Num_Chunks:10,10.3436
,204M, Num_Chunks:10,10.1521
,204M, Num_Chunks:10,8.5290
,204M, Num_Chunks:10,8.4911
,204M, Num_Chunks:10,17.1459
,204M, Num_Chunks:10,10.2721
,204M, Num_Chunks:10,9.6516
,204M, Num_Chunks:10,17.6076
,204M, Num_Chunks:10,9.1855
,205M, Num_Chunks:9,10.7292
,205M, Num_Chunks:9,11.2901
,205M, Num_Chunks:9,9.1133
,205M, Num_Chunks:9,11.6201
